lot_id,lat,lon,capacity,occupancy,queue,traffic,is_special,vehicle_type,timestamp
1,40.71776714153011,-74.00738264301171,91,29,0,0.0,False,truck,2024-01-01 10:30:00
2,40.701681198819536,-74.00281097815311,94,16,0,0.0,False,car,2024-01-01 10:30:00
3,40.69269037110256,-74.01092803424963,43,9,0,0.0,False,car,2024-01-01 10:30:00
4,40.70797381203552,-74.0043583518016,49,15,0,0.0,False,truck,2024-01-01 10:30:00
5,40.706991218659766,-74.01125169807179,40,12,0,0.0,False,bike,2024-01-01 10:30:00
6,40.72742378120346,-73.99061285032386,68,12,0,0.0,False,bike,2024-01-01 10:30:00
7,40.68840894184944,-73.99996558774961,79,32,0,0.0,False,car,2024-01-01 10:30:00
8,40.70576656198293,-74.02739620656077,66,26,0,0.0,False,car,2024-01-01 10:30:00
9,40.69803670306845,-73.99113019041953,83,29,0,0.0,False,bike,2024-01-01 10:30:00
10,40.72414339265503,-74.00704745548305,26,9,0,0.0,False,truck,2024-01-01 10:30:00
11,40.706797461498944,-73.99652560178953,72,25,0,0.0,False,bike,2024-01-01 10:30:00
12,40.705309234765565,-74.01378382007091,79,54,0,0.0,False,car,2024-01-01 10:30:00
13,40.71266502775262,-74.01657710928956,66,26,0,0.0,False,bike,2024-01-01 10:30:00
14,40.70893527049436,-74.01758770241925,69,25,0,0.0,False,car,2024-01-01 10:30:00
1,40.71776714153011,-74.00738264301171,91,31,0,0.3330045596218677,False,car,2024-01-01 11:00:00
2,40.701681198819536,-74.00281097815311,94,62,0,0.3330045596218677,False,car,2024-01-01 11:00:00
3,40.69269037110256,-74.01092803424963,43,10,0,0.3330045596218677,False,car,2024-01-01 11:00:00
4,40.70797381203552,-74.0043583518016,49,18,0,0.3330045596218677,False,car,2024-01-01 11:00:00
5,40.706991218659766,-74.01125169807179,40,21,0,0.3330045596218677,False,car,2024-01-01 11:00:00
6,40.72742378120346,-73.99061285032386,68,24,0,0.3330045596218677,False,car,2024-01-01 11:00:00
7,40.68840894184944,-73.99996558774961,79,39,0,0.3330045596218677,False,car,2024-01-01 11:00:00
8,40.70576656198293,-74.02739620656077,66,28,0,0.3330045596218677,False,car,2024-01-01 11:00:00
9,40.69803670306845,-73.99113019041953,83,30,0,0.3330045596218677,False,car,2024-01-01 11:00:00
10,40.72414339265503,-74.00704745548305,26,5,0,0.3330045596218677,False,bike,2024-01-01 11:00:00
11,40.706797461498944,-73.99652560178953,72,32,0,0.3330045596218677,False,car,2024-01-01 11:00:00
12,40.705309234765565,-74.01378382007091,79,27,0,0.3330045596218677,False,car,2024-01-01 11:00:00
13,40.71266502775262,-74.01657710928956,66,27,0,0.3330045596218677,False,truck,2024-01-01 11:00:00
14,40.70893527049436,-74.01758770241925,69,33,0,0.3330045596218677,False,car,2024-01-01 11:00:00
1,40.71776714153011,-74.00738264301171,91,40,0,0.4731510388340243,False,car,2024-01-01 11:30:00
2,40.701681198819536,-74.00281097815311,94,39,0,0.4731510388340243,False,bike,2024-01-01 11:30:00
3,40.69269037110256,-74.01092803424963,43,15,0,0.4731510388340243,False,truck,2024-01-01 11:30:00
4,40.70797381203552,-74.0043583518016,49,28,0,0.4731510388340243,False,bike,2024-01-01 11:30:00
5,40.706991218659766,-74.01125169807179,40,28,0,0.4731510388340243,False,car,2024-01-01 11:30:00
6,40.72742378120346,-73.99061285032386,68,40,0,0.4731510388340243,False,car,2024-01-01 11:30:00
7,40.68840894184944,-73.99996558774961,79,36,0,0.4731510388340243,False,car,2024-01-01 11:30:00
8,40.70576656198293,-74.02739620656077,66,44,0,0.4731510388340243,False,car,2024-01-01 11:30:00
9,40.69803670306845,-73.99113019041953,83,29,0,0.4731510388340243,False,car,2024-01-01 11:30:00
10,40.72414339265503,-74.00704745548305,26,12,0,0.4731510388340243,False,car,2024-01-01 11:30:00
11,40.706797461498944,-73.99652560178953,72,46,0,0.4731510388340243,False,car,2024-01-01 11:30:00
12,40.705309234765565,-74.01378382007091,79,49,0,0.4731510388340243,False,car,2024-01-01 11:30:00
13,40.71266502775262,-74.01657710928956,66,32,0,0.4731510388340243,False,bike,2024-01-01 11:30:00
14,40.70893527049436,-74.01758770241925,69,49,0,0.4731510388340243,False,car,2024-01-01 11:30:00
1,40.71776714153011,-74.00738264301171,91,48,0,0.5595084948336897,False,car,2024-01-01 12:00:00
2,40.701681198819536,-74.00281097815311,94,50,0,0.5595084948336897,False,car,2024-01-01 12:00:00
3,40.69269037110256,-74.01092803424963,43,25,0,0.5595084948336897,False,car,2024-01-01 12:00:00
4,40.70797381203552,-74.0043583518016,49,36,1,0.5595084948336897,False,truck,2024-01-01 12:00:00
5,40.706991218659766,-74.01125169807179,40,13,0,0.5595084948336897,False,truck,2024-01-01 12:00:00
6,40.72742378120346,-73.99061285032386,68,37,0,0.5595084948336897,False,car,2024-01-01 12:00:00
7,40.68840894184944,-73.99996558774961,79,36,0,0.5595084948336897,False,car,2024-01-01 12:00:00
8,40.70576656198293,-74.02739620656077,66,30,0,0.5595084948336897,False,car,2024-01-01 12:00:00
9,40.69803670306845,-73.99113019041953,83,50,0,0.5595084948336897,False,car,2024-01-01 12:00:00
10,40.72414339265503,-74.00704745548305,26,15,0,0.5595084948336897,False,bike,2024-01-01 12:00:00
11,40.706797461498944,-73.99652560178953,72,39,0,0.5595084948336897,False,bike,2024-01-01 12:00:00
12,40.705309234765565,-74.01378382007091,79,34,0,0.5595084948336897,False,bike,2024-01-01 12:00:00
13,40.71266502775262,-74.01657710928956,66,30,0,0.5595084948336897,False,bike,2024-01-01 12:00:00
14,40.70893527049436,-74.01758770241925,69,35,0,0.5595084948336897,False,car,2024-01-01 12:00:00
1,40.71776714153011,-74.00738264301171,91,54,0,0.6234654766617563,False,bike,2024-01-01 12:30:00
2,40.701681198819536,-74.00281097815311,94,49,0,0.6234654766617563,False,car,2024-01-01 12:30:00
3,40.69269037110256,-74.01092803424963,43,27,0,0.6234654766617563,False,car,2024-01-01 12:30:00
4,40.70797381203552,-74.0043583518016,49,30,0,0.6234654766617563,False,truck,2024-01-01 12:30:00
5,40.706991218659766,-74.01125169807179,40,27,0,0.6234654766617563,False,car,2024-01-01 12:30:00
6,40.72742378120346,-73.99061285032386,68,37,0,0.6234654766617563,False,bike,2024-01-01 12:30:00
7,40.68840894184944,-73.99996558774961,79,45,0,0.6234654766617563,False,truck,2024-01-01 12:30:00
8,40.70576656198293,-74.02739620656077,66,35,0,0.6234654766617563,False,car,2024-01-01 12:30:00
9,40.69803670306845,-73.99113019041953,83,38,0,0.6234654766617563,False,car,2024-01-01 12:30:00
10,40.72414339265503,-74.00704745548305,26,19,0,0.6234654766617563,False,car,2024-01-01 12:30:00
11,40.706797461498944,-73.99652560178953,72,45,0,0.6234654766617563,False,bike,2024-01-01 12:30:00
12,40.705309234765565,-74.01378382007091,79,48,0,0.6234654766617563,False,car,2024-01-01 12:30:00
13,40.71266502775262,-74.01657710928956,66,31,0,0.6234654766617563,False,car,2024-01-01 12:30:00
14,40.70893527049436,-74.01758770241925,69,37,0,0.6234654766617563,False,car,2024-01-01 12:30:00
1,40.71776714153011,-74.00738264301171,91,40,0,0.4349005606414976,False,car,2024-01-01 13:00:00
2,40.701681198819536,-74.00281097815311,94,50,0,0.4349005606414976,False,car,2024-01-01 13:00:00
3,40.69269037110256,-74.01092803424963,43,26,0,0.4349005606414976,False,car,2024-01-01 13:00:00
4,40.70797381203552,-74.0043583518016,49,21,0,0.4349005606414976,False,bike,2024-01-01 13:00:00
5,40.706991218659766,-74.01125169807179,40,19,0,0.4349005606414976,False,bike,2024-01-01 13:00:00
6,40.72742378120346,-73.99061285032386,68,40,0,0.4349005606414976,False,truck,2024-01-01 13:00:00
7,40.68840894184944,-73.99996558774961,79,33,0,0.4349005606414976,False,truck,2024-01-01 13:00:00
8,40.70576656198293,-74.02739620656077,66,26,0,0.4349005606414976,False,car,2024-01-01 13:00:00
9,40.69803670306845,-73.99113019041953,83,50,0,0.4349005606414976,False,bike,2024-01-01 13:00:00
10,40.72414339265503,-74.00704745548305,26,7,0,0.4349005606414976,False,truck,2024-01-01 13:00:00
11,40.706797461498944,-73.99652560178953,72,45,0,0.4349005606414976,False,car,2024-01-01 13:00:00
12,40.705309234765565,-74.01378382007091,79,35,0,0.4349005606414976,False,car,2024-01-01 13:00:00
13,40.71266502775262,-74.01657710928956,66,31,0,0.4349005606414976,False,car,2024-01-01 13:00:00
14,40.70893527049436,-74.01758770241925,69,41,0,0.4349005606414976,False,car,2024-01-01 13:00:00
1,40.71776714153011,-74.00738264301171,91,41,0,0.7541726202928078,False,bike,2024-01-01 13:30:00
2,40.701681198819536,-74.00281097815311,94,48,0,0.7541726202928078,False,car,2024-01-01 13:30:00
3,40.69269037110256,-74.01092803424963,43,26,0,0.7541726202928078,False,truck,2024-01-01 13:30:00
4,40.70797381203552,-74.0043583518016,49,34,0,0.7541726202928078,False,car,2024-01-01 13:30:00
5,40.706991218659766,-74.01125169807179,40,24,0,0.7541726202928078,False,car,2024-01-01 13:30:00
6,40.72742378120346,-73.99061285032386,68,44,0,0.7541726202928078,False,car,2024-01-01 13:30:00
7,40.68840894184944,-73.99996558774961,79,64,0,0.7541726202928078,False,truck,2024-01-01 13:30:00
8,40.70576656198293,-74.02739620656077,66,34,0,0.7541726202928078,False,car,2024-01-01 13:30:00
9,40.69803670306845,-73.99113019041953,83,49,0,0.7541726202928078,False,car,2024-01-01 13:30:00
10,40.72414339265503,-74.00704745548305,26,18,0,0.7541726202928078,False,car,2024-01-01 13:30:00
11,40.706797461498944,-73.99652560178953,72,42,0,0.7541726202928078,False,car,2024-01-01 13:30:00
12,40.705309234765565,-74.01378382007091,79,36,0,0.7541726202928078,False,car,2024-01-01 13:30:00
13,40.71266502775262,-74.01657710928956,66,27,0,0.7541726202928078,False,bike,2024-01-01 13:30:00
14,40.70893527049436,-74.01758770241925,69,44,0,0.7541726202928078,False,car,2024-01-01 13:30:00
1,40.71776714153011,-74.00738264301171,91,45,0,0.035953358595871565,False,truck,2024-01-01 14:00:00
2,40.701681198819536,-74.00281097815311,94,28,0,0.035953358595871565,False,bike,2024-01-01 14:00:00
3,40.69269037110256,-74.01092803424963,43,12,0,0.035953358595871565,False,truck,2024-01-01 14:00:00
4,40.70797381203552,-74.0043583518016,49,16,0,0.035953358595871565,False,car,2024-01-01 14:00:00
5,40.706991218659766,-74.01125169807179,40,8,0,0.035953358595871565,False,truck,2024-01-01 14:00:00
6,40.72742378120346,-73.99061285032386,68,23,0,0.035953358595871565,False,car,2024-01-01 14:00:00
7,40.68840894184944,-73.99996558774961,79,27,0,0.035953358595871565,False,car,2024-01-01 14:00:00
8,40.70576656198293,-74.02739620656077,66,20,0,0.035953358595871565,False,bike,2024-01-01 14:00:00
9,40.69803670306845,-73.99113019041953,83,25,0,0.035953358595871565,False,bike,2024-01-01 14:00:00
10,40.72414339265503,-74.00704745548305,26,12,0,0.035953358595871565,False,truck,2024-01-01 14:00:00
11,40.706797461498944,-73.99652560178953,72,24,0,0.035953358595871565,False,bike,2024-01-01 14:00:00
12,40.705309234765565,-74.01378382007091,79,22,0,0.035953358595871565,False,car,2024-01-01 14:00:00
13,40.71266502775262,-74.01657710928956,66,10,0,0.035953358595871565,False,truck,2024-01-01 14:00:00
14,40.70893527049436,-74.01758770241925,69,12,0,0.035953358595871565,False,car,2024-01-01 14:00:00
1,40.71776714153011,-74.00738264301171,91,34,0,0.4070983619950409,False,car,2024-01-01 14:30:00
2,40.701681198819536,-74.00281097815311,94,40,0,0.4070983619950409,False,car,2024-01-01 14:30:00
3,40.69269037110256,-74.01092803424963,43,20,0,0.4070983619950409,False,bike,2024-01-01 14:30:00
4,40.70797381203552,-74.0043583518016,49,30,0,0.4070983619950409,False,car,2024-01-01 14:30:00
5,40.706991218659766,-74.01125169807179,40,22,0,0.4070983619950409,False,car,2024-01-01 14:30:00
6,40.72742378120346,-73.99061285032386,68,32,0,0.4070983619950409,False,car,2024-01-01 14:30:00
7,40.68840894184944,-73.99996558774961,79,48,0,0.4070983619950409,False,car,2024-01-01 14:30:00
8,40.70576656198293,-74.02739620656077,66,36,0,0.4070983619950409,False,car,2024-01-01 14:30:00
9,40.69803670306845,-73.99113019041953,83,24,0,0.4070983619950409,False,car,2024-01-01 14:30:00
10,40.72414339265503,-74.00704745548305,26,15,0,0.4070983619950409,False,truck,2024-01-01 14:30:00
11,40.706797461498944,-73.99652560178953,72,34,0,0.4070983619950409,False,bike,2024-01-01 14:30:00
12,40.705309234765565,-74.01378382007091,79,19,0,0.4070983619950409,False,car,2024-01-01 14:30:00
13,40.71266502775262,-74.01657710928956,66,37,0,0.4070983619950409,False,truck,2024-01-01 14:30:00
14,40.70893527049436,-74.01758770241925,69,34,0,0.4070983619950409,False,car,2024-01-01 14:30:00
1,40.71776714153011,-74.00738264301171,91,26,0,0.0,False,car,2024-01-01 15:00:00
2,40.701681198819536,-74.00281097815311,94,28,0,0.0,False,car,2024-01-01 15:00:00
3,40.69269037110256,-74.01092803424963,43,14,0,0.0,False,car,2024-01-01 15:00:00
4,40.70797381203552,-74.0043583518016,49,14,0,0.0,False,car,2024-01-01 15:00:00
5,40.706991218659766,-74.01125169807179,40,11,0,0.0,False,car,2024-01-01 15:00:00
6,40.72742378120346,-73.99061285032386,68,12,0,0.0,False,car,2024-01-01 15:00:00
7,40.68840894184944,-73.99996558774961,79,27,0,0.0,False,bike,2024-01-01 15:00:00
8,40.70576656198293,-74.02739620656077,66,33,0,0.0,False,car,2024-01-01 15:00:00
9,40.69803670306845,-73.99113019041953,83,22,0,0.0,False,car,2024-01-01 15:00:00
10,40.72414339265503,-74.00704745548305,26,5,0,0.0,False,car,2024-01-01 15:00:00
11,40.706797461498944,-73.99652560178953,72,17,0,0.0,False,car,2024-01-01 15:00:00
12,40.705309234765565,-74.01378382007091,79,12,0,0.0,False,car,2024-01-01 15:00:00
13,40.71266502775262,-74.01657710928956,66,18,0,0.0,False,car,2024-01-01 15:00:00
14,40.70893527049436,-74.01758770241925,69,19,0,0.0,False,bike,2024-01-01 15:00:00
1,40.71776714153011,-74.00738264301171,91,46,0,0.3084268163483858,False,bike,2024-01-01 15:30:00
2,40.701681198819536,-74.00281097815311,94,33,0,0.3084268163483858,False,car,2024-01-01 15:30:00
3,40.69269037110256,-74.01092803424963,43,15,0,0.3084268163483858,False,car,2024-01-01 15:30:00
4,40.70797381203552,-74.0043583518016,49,14,0,0.3084268163483858,False,car,2024-01-01 15:30:00
5,40.706991218659766,-74.01125169807179,40,14,0,0.3084268163483858,False,bike,2024-01-01 15:30:00
6,40.72742378120346,-73.99061285032386,68,13,0,0.3084268163483858,False,car,2024-01-01 15:30:00
7,40.68840894184944,-73.99996558774961,79,40,0,0.3084268163483858,False,bike,2024-01-01 15:30:00
8,40.70576656198293,-74.02739620656077,66,21,0,0.3084268163483858,False,car,2024-01-01 15:30:00
9,40.69803670306845,-73.99113019041953,83,27,0,0.3084268163483858,False,car,2024-01-01 15:30:00
10,40.72414339265503,-74.00704745548305,26,11,0,0.3084268163483858,False,car,2024-01-01 15:30:00
11,40.706797461498944,-73.99652560178953,72,24,0,0.3084268163483858,False,car,2024-01-01 15:30:00
12,40.705309234765565,-74.01378382007091,79,26,0,0.3084268163483858,False,car,2024-01-01 15:30:00
13,40.71266502775262,-74.01657710928956,66,20,0,0.3084268163483858,False,car,2024-01-01 15:30:00
14,40.70893527049436,-74.01758770241925,69,24,0,0.3084268163483858,False,car,2024-01-01 15:30:00
1,40.71776714153011,-74.00738264301171,91,58,0,0.6374283270145129,False,bike,2024-01-01 16:00:00
2,40.701681198819536,-74.00281097815311,94,43,0,0.6374283270145129,False,car,2024-01-01 16:00:00
3,40.69269037110256,-74.01092803424963,43,23,0,0.6374283270145129,False,car,2024-01-01 16:00:00
4,40.70797381203552,-74.0043583518016,49,25,0,0.6374283270145129,False,car,2024-01-01 16:00:00
5,40.706991218659766,-74.01125169807179,40,28,0,0.6374283270145129,False,car,2024-01-01 16:00:00
6,40.72742378120346,-73.99061285032386,68,44,0,0.6374283270145129,False,car,2024-01-01 16:00:00
7,40.68840894184944,-73.99996558774961,79,58,1,0.6374283270145129,False,car,2024-01-01 16:00:00
8,40.70576656198293,-74.02739620656077,66,32,0,0.6374283270145129,False,car,2024-01-01 16:00:00
9,40.69803670306845,-73.99113019041953,83,42,0,0.6374283270145129,False,car,2024-01-01 16:00:00
10,40.72414339265503,-74.00704745548305,26,14,0,0.6374283270145129,False,car,2024-01-01 16:00:00
11,40.706797461498944,-73.99652560178953,72,33,0,0.6374283270145129,False,truck,2024-01-01 16:00:00
12,40.705309234765565,-74.01378382007091,79,41,0,0.6374283270145129,False,truck,2024-01-01 16:00:00
13,40.71266502775262,-74.01657710928956,66,30,0,0.6374283270145129,False,bike,2024-01-01 16:00:00
14,40.70893527049436,-74.01758770241925,69,34,0,0.6374283270145129,False,car,2024-01-01 16:00:00
1,40.71776714153011,-74.00738264301171,91,44,0,0.4510782451651512,False,car,2024-01-01 16:30:00
2,40.701681198819536,-74.00281097815311,94,52,0,0.4510782451651512,False,car,2024-01-01 16:30:00
3,40.69269037110256,-74.01092803424963,43,17,0,0.4510782451651512,False,car,2024-01-01 16:30:00
4,40.70797381203552,-74.0043583518016,49,26,0,0.4510782451651512,False,car,2024-01-01 16:30:00
5,40.706991218659766,-74.01125169807179,40,12,0,0.4510782451651512,False,car,2024-01-01 16:30:00
6,40.72742378120346,-73.99061285032386,68,32,0,0.4510782451651512,False,car,2024-01-01 16:30:00
7,40.68840894184944,-73.99996558774961,79,42,0,0.4510782451651512,False,car,2024-01-01 16:30:00
8,40.70576656198293,-74.02739620656077,66,20,0,0.4510782451651512,False,car,2024-01-01 16:30:00
9,40.69803670306845,-73.99113019041953,83,34,0,0.4510782451651512,False,car,2024-01-01 16:30:00
10,40.72414339265503,-74.00704745548305,26,12,0,0.4510782451651512,False,car,2024-01-01 16:30:00
11,40.706797461498944,-73.99652560178953,72,41,0,0.4510782451651512,False,car,2024-01-01 16:30:00
12,40.705309234765565,-74.01378382007091,79,33,0,0.4510782451651512,False,car,2024-01-01 16:30:00
13,40.71266502775262,-74.01657710928956,66,35,0,0.4510782451651512,False,car,2024-01-01 16:30:00
14,40.70893527049436,-74.01758770241925,69,43,0,0.4510782451651512,False,car,2024-01-01 16:30:00
1,40.71776714153011,-74.00738264301171,91,58,0,0.8339458568780748,False,car,2024-01-02 08:00:00
2,40.701681198819536,-74.00281097815311,94,60,0,0.8339458568780748,False,car,2024-01-02 08:00:00
3,40.69269037110256,-74.01092803424963,43,26,0,0.8339458568780748,False,bike,2024-01-02 08:00:00
4,40.70797381203552,-74.0043583518016,49,32,0,0.8339458568780748,False,car,2024-01-02 08:00:00
5,40.706991218659766,-74.01125169807179,40,23,0,0.8339458568780748,False,car,2024-01-02 08:00:00
6,40.72742378120346,-73.99061285032386,68,45,0,0.8339458568780748,False,car,2024-01-02 08:00:00
7,40.68840894184944,-73.99996558774961,79,46,0,0.8339458568780748,False,car,2024-01-02 08:00:00
8,40.70576656198293,-74.02739620656077,66,47,0,0.8339458568780748,False,bike,2024-01-02 08:00:00
9,40.69803670306845,-73.99113019041953,83,49,0,0.8339458568780748,False,car,2024-01-02 08:00:00
10,40.72414339265503,-74.00704745548305,26,14,0,0.8339458568780748,False,car,2024-01-02 08:00:00
11,40.706797461498944,-73.99652560178953,72,29,0,0.8339458568780748,False,bike,2024-01-02 08:00:00
12,40.705309234765565,-74.01378382007091,79,37,0,0.8339458568780748,False,bike,2024-01-02 08:00:00
13,40.71266502775262,-74.01657710928956,66,41,0,0.8339458568780748,False,car,2024-01-02 08:00:00
14,40.70893527049436,-74.01758770241925,69,49,0,0.8339458568780748,False,car,2024-01-02 08:00:00
1,40.71776714153011,-74.00738264301171,91,43,0,0.8191240891778785,False,car,2024-01-02 08:30:00
2,40.701681198819536,-74.00281097815311,94,69,0,0.8191240891778785,False,car,2024-01-02 08:30:00
3,40.69269037110256,-74.01092803424963,43,31,0,0.8191240891778785,False,car,2024-01-02 08:30:00
4,40.70797381203552,-74.0043583518016,49,31,0,0.8191240891778785,False,car,2024-01-02 08:30:00
5,40.706991218659766,-74.01125169807179,40,28,0,0.8191240891778785,False,car,2024-01-02 08:30:00
6,40.72742378120346,-73.99061285032386,68,36,0,0.8191240891778785,False,bike,2024-01-02 08:30:00
7,40.68840894184944,-73.99996558774961,79,46,0,0.8191240891778785,False,bike,2024-01-02 08:30:00
8,40.70576656198293,-74.02739620656077,66,46,0,0.8191240891778785,False,bike,2024-01-02 08:30:00
9,40.69803670306845,-73.99113019041953,83,49,0,0.8191240891778785,False,bike,2024-01-02 08:30:00
